epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,576.305,0.77039,0.69454,0.91558,0.89751,0.92148,0.94067,0.77503,0.77051,0.66022,1.00332,0.000517059,0.000517059,0.000517059
110,581.377,0.77714,0.68588,0.93148,0.91915,0.91577,0.94644,0.77066,0.77525,0.66756,1.00694,0.00051156,0.00051156,0.00051156
111,586.525,0.7592,0.68336,0.92618,0.92372,0.90998,0.94713,0.76669,0.77231,0.66498,0.99968,0.00050606,0.00050606,0.00050606
112,591.688,0.77157,0.68134,0.93784,0.92749,0.88353,0.93881,0.76615,0.76655,0.66997,1.00151,0.000500561,0.000500561,0.000500561
113,597.091,0.79827,0.72309,0.94514,0.90036,0.90776,0.93524,0.76441,0.74102,0.70978,0.9939,0.000495062,0.000495062,0.000495062
114,602.021,0.75636,0.65092,0.92055,0.92502,0.88967,0.93365,0.77725,0.73659,0.68769,0.99332,0.000489562,0.000489562,0.000489562
115,606.936,0.72113,0.62856,0.89671,0.87573,0.93396,0.93221,0.76409,0.7547,0.68998,0.99573,0.000484063,0.000484063,0.000484063
116,611.988,0.75047,0.698,0.9351,0.94032,0.86358,0.92456,0.76106,0.79936,0.66419,1.0469,0.000478563,0.000478563,0.000478563
117,617.018,0.76732,0.67377,0.9298,0.93629,0.86857,0.92752,0.76225,0.79123,0.66362,1.05179,0.000473064,0.000473064,0.000473064
118,622.042,0.73502,0.65434,0.90336,0.90356,0.89477,0.92409,0.75743,0.7703,0.68547,1.02293,0.000467564,0.000467564,0.000467564
119,627.36,0.72017,0.64496,0.89643,0.89296,0.90317,0.92288,0.76027,0.75155,0.71408,1.00044,0.000462065,0.000462065,0.000462065
120,632.698,0.74042,0.65637,0.92055,0.90292,0.8874,0.92667,0.76899,0.75266,0.71247,0.99683,0.000456565,0.000456565,0.000456565
121,638.034,0.73489,0.6547,0.91075,0.92303,0.88311,0.92913,0.76807,0.73667,0.72867,1.00336,0.000451066,0.000451066,0.000451066
122,643.352,0.72334,0.64926,0.91348,0.9307,0.8764,0.92776,0.7613,0.75111,0.72324,1.00434,0.000445567,0.000445567,0.000445567
