epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,408.861,0.88374,1.07406,1.00949,0.91394,0.89729,0.92816,0.75099,0.76522,0.98971,1.03185,0.000440067,0.000440067,0.000440067
63,415.18,0.8059,1.04459,0.96115,0.93366,0.89914,0.92602,0.75422,0.77706,0.98695,1.03228,0.000429068,0.000429068,0.000429068
64,421.515,0.8288,1.07948,0.99966,0.86238,0.93545,0.92576,0.75235,0.74248,0.9425,1.01678,0.000418069,0.000418069,0.000418069
65,427.965,0.83774,1.03787,0.96856,0.89999,0.90876,0.93253,0.75286,0.76392,0.92731,1.00819,0.00040707,0.00040707,0.00040707
66,434.454,0.85304,1.06074,1.00408,0.88144,0.93289,0.93291,0.75819,0.77166,0.91192,1.00501,0.000396071,0.000396071,0.000396071
67,440.774,0.84756,1.09927,0.98975,0.8933,0.91841,0.93394,0.76307,0.73816,0.8774,1.01245,0.000385073,0.000385073,0.000385073
68,447.134,0.78427,1.0529,0.96221,0.88462,0.92318,0.93485,0.76441,0.73693,0.86687,1.00551,0.000374074,0.000374074,0.000374074
69,453.491,0.86158,1.00933,1.0044,0.88044,0.92836,0.93495,0.7719,0.73045,0.89987,0.9979,0.000363075,0.000363075,0.000363075
70,459.905,0.81391,1.01824,0.96162,0.88885,0.91876,0.93318,0.76174,0.72646,0.90868,0.99842,0.000352076,0.000352076,0.000352076
71,466.289,0.85833,0.97835,1.00307,0.89259,0.90877,0.93194,0.76262,0.72939,0.91643,0.99618,0.000341077,0.000341077,0.000341077
72,472.603,0.84852,0.9825,0.99572,0.88644,0.91973,0.93095,0.76207,0.74096,0.90151,1.00328,0.000330078,0.000330078,0.000330078
73,479.588,0.82517,1.06059,0.98992,0.91228,0.90253,0.92707,0.7628,0.74735,0.88658,1.00655,0.000319079,0.000319079,0.000319079
74,486.089,0.86042,1.17345,0.99176,0.89964,0.89257,0.92792,0.76523,0.74777,0.8724,1.00796,0.00030808,0.00030808,0.00030808
75,492.58,0.85116,1.09273,0.99658,0.86688,0.94503,0.93116,0.76086,0.74524,0.86381,1.00673,0.000297081,0.000297081,0.000297081
76,499.225,0.89762,1.18889,1.01188,0.90967,0.93089,0.93295,0.76745,0.74541,0.84032,1.00568,0.000286083,0.000286083,0.000286083
77,505.822,0.81159,0.97102,0.9737,0.91628,0.91312,0.9329,0.76455,0.75523,0.82921,1.00805,0.000275084,0.000275084,0.000275084
78,512.409,0.83693,1.01098,1.00901,0.92341,0.89936,0.9356,0.77346,0.75559,0.8292,1.00718,0.000264085,0.000264085,0.000264085
79,518.86,0.79598,0.93074,0.95018,0.88129,0.93869,0.93136,0.76596,0.74954,0.84487,1.00366,0.000253086,0.000253086,0.000253086
80,525.186,0.82807,1.00781,0.99346,0.86199,0.9505,0.93172,0.76728,0.74489,0.83144,1.00892,0.000242087,0.000242087,0.000242087
